sample_id,label,label_name,case_type,source,target,rationale_count,text
12154153_gab,0,hatespeech,ablation,gab,"Arab,Caucasian,Islam,Jewish,Men,Women",18,london stan under attack again police suspect it was four old white women upset because they did not have enough recreational centers i would suspect liberalism and jews paying sand niggers but hey i do not have a degree in journalism
1179098988445872128_twitter,2,normal,ablation,twitter,,0,<user> <user> who is to blame for letting in a majority male refugee population is it the government what branch who is in charge
1090254282983583744_twitter,2,normal,ablation,twitter,,0,almost all parrots nest in tree hollows or nest boxes in captivity and lay white eggs from which hatch altricial helpless young
11783332_gab,2,normal,ablation,gab,Refugee,0,hey why was there an army of debtors and economic refugees which could flood into the continental interior during the 1 9 th century in the first place y know the western frontier settlement etc i know the magic freedom capitalism scroll protects us from stalin but why do you think that was
7084693_gab,2,normal,ablation,gab,"African,Men,Women",0,i have zero f to give to someone who had it all but still could not get out of the ghetto mentally
1184096701134622720_twitter,2,normal,ablation,twitter,"Homosexual,Islam",0,<user> yes i am gay and yes i am muslim we exist 💅 🏽 🙄
1091173137532796933_twitter,2,normal,ablation,twitter,,0,<user> poor brendon 😭 he needs to put their asses in jail that straight up harassment
27441881_gab,0,hatespeech,ablation,gab,African,1,woman like you usally come from the worst type of human formed females screeches the nigger who has spent the last few hours issuing death threats
5581411_gab,1,offensive,ablation,gab,Asian,12,apparently honorary whiteness is minorities who look white this would include asians
1179088696009777154_twitter,2,normal,ablation,twitter,Homosexual,0,this sociology documentary on toxic masculinity and the construct of masculinity is making me have war flashbacks to when i d low key get jumped in the hallways but nobody did anything bc i was the faggot kajskaj
10503615_gab,2,normal,ablation,gab,Women,0,sperm banks have allowed women who do not have the maturity and social skills to maintain long term relationships to reproduce
1114981420508827648_twitter,2,normal,ablation,twitter,Women,0,<user> she is being threatened with actual violence not the pretend violence you are worried about
1179072047479234562_twitter,1,offensive,ablation,twitter,Homosexual,1,i wish you all dudes stop asking me to come over that a definite no i would never let you faggots around my parents 🤧
16178840_gab,1,offensive,ablation,gab,Jewish,19,they can not and will not shut up they are not proceeding strategically though it looks that way they are following an inner drive it the same reason jews are rarely discreet about their identity they can not resist they are smitten with themselves
1087224984639033344_twitter,2,normal,ablation,twitter,Homosexual,0,<user> if u were askin her out would she not realize ur not gay
1179073601556889600_twitter,2,normal,ablation,twitter,,0,gender forum <user> <user> what way forward for the victims and survivors of sexual harassment and violence
25417338_gab,0,hatespeech,ablation,gab,African,1,in the long run niglets fuck themselves over
1160667616777822215_twitter,2,normal,ablation,twitter,,0,sven has a boyfriend gay icon 🥺
8079416_gab,0,hatespeech,ablation,gab,"African,Homosexual,Islam,Jewish",5,<user> had to refollow you you goddamn jew nigger faggot cunt maple syrup drinking muzzie or fantastic gentleman take your pick
19110926_gab,0,hatespeech,ablation,gab,"African,Arab,Homosexual",11,so like how shaun king is a trans nigger this guys a trans sand nigger so shaun king the white version of uncle ruckus thinking he black and this guy the sand nigger variant
1207166286335217665_twitter,2,normal,ablation,twitter,Other,0,my sex drive retarded i wanna be nasty <number> <number> 😂 😫
12828471_gab,0,hatespeech,ablation,gab,"African,Asian,Hispanic,Jewish",3,i like my white skin we discovered america and built it including most inventions sorry niggers beaners and chinks
1109925413529149440_twitter,1,offensive,ablation,twitter,Women,1,bitches steam some veggies and swear theyre martha stewart
1179049783182401538_twitter,2,normal,ablation,twitter,,0,<user> <user> <user> except using drones to kill all those er younglings is that correct
15479076_gab,0,hatespeech,ablation,gab,"African,Caucasian",1,bigger digger figger gigger jigger nigger pigger rigger tigger vigger wigger zigger
13174503_gab,2,normal,ablation,gab,Homosexual,0,they told us that we couldnt call them dykes any more because it wasnt pc so we started calling them lesbians
22566821_gab,1,offensive,ablation,gab,Jewish,10,oh girl you done and and went all full retard and shit
1080843707643944965_twitter,2,normal,ablation,twitter,Women,0,<user> yes because it is and i sound so broken bitch when did i have feelings
13907443_gab,1,offensive,ablation,gab,Asian,6,this post is clearly bait from someone who wants to get sent pictures of asians with nice asses
24190945_gab,0,hatespeech,ablation,gab,"Homosexual,Women",16,yah christian island republic shall not have queers or witches on it if we find any death
1097107549227241472_twitter,2,normal,ablation,twitter,Refugee,0,the party elite hate immigrants this should be stopped
